0.44855616,0.54044169,0.56160501,0.69859389,0.25706329,0.59716043,0.30734641,0.37098449,0.38361612,0.54040601,0.24739127,0.53498876,0.61978887,0.46537710,0.86286805,0.37487916,0.56549905,0.56249832,0.35733171,0.25189536,0.52584383,0.29901867,0.50495359,0.51543104,0.37885285,0.37355359,0.44757954,0.49378787,0.26451201,0.21214810,0.50668705,0.44747110,0.48911634,0.19947745
0.28157324,0.68829187,0.30471091,0.25587070,0.51870587,0.75761048,0.76606429,0.22841380,0.12842460,0.16556213,0.28120342,0.29994283,0.71842608,0.11053054,0.29691224,0.16805932,0.14463391,0.46957972,0.10814988,0.33035074,0.08047679,0.20560589,0.66038056,0.42289753,0.15775396,0.26002941,0.21160815,0.39824994,0.09386225,0.29850498,0.14967256,0.13127018,0.18740210,0.56375091
0.84970187,0.62539390,0.47747159,0.70212143,0.76147352,0.85785472,0.60765411,0.90026777,0.63095224,0.89756760,0.92857166,0.70843250,0.39676588,0.80086754,0.79756419,0.85739720,0.69495772,0.74684179,0.92223304,0.85340130,0.83117542,0.61756706,0.77205729,0.11585122,0.63333466,0.93400516,0.84954042,0.64539564,0.89075098,0.56719206,0.86106929,0.98637756,0.51604778,0.85095267
0.26553769,0.61407809,0.13848568,0.08772541,0.54562771,0.72699369,0.81560490,0.16766330,0.26049311,0.17094530,0.33942696,0.15658664,0.63413376,0.19151946,0.15191074,0.09250791,0.18849884,0.54560481,0.08180095,0.19639103,0.05255326,0.30722543,0.81175382,0.33783969,0.22713555,0.21433909,0.14283723,0.39393960,0.17010759,0.32693728,0.19472718,0.20780257,0.21179018,0.48773500
0.37450717,0.71965247,0.24097369,0.18209360,0.39156473,0.65558405,0.82091637,0.24984286,0.14362239,0.22281256,0.33666918,0.16685244,0.55862622,0.19111393,0.17929833,0.14397980,0.10116506,0.39697120,0.16023713,0.20620689,0.12819173,0.27562258,0.80100170,0.37851434,0.18931997,0.26584453,0.14348268,0.38872770,0.16050381,0.26167625,0.16171058,0.08774588,0.33972809,0.47299319
0.41530288,0.14499841,0.44065165,0.69311007,0.64323202,0.90100041,0.50298452,0.40164114,0.69494162,0.58278126,0.76118674,0.86836391,0.57283472,0.44426222,0.62883723,0.62072312,0.87088737,0.72857857,0.49561112,0.84859277,0.61270745,0.74400678,0.57556618,0.69419633,0.61482516,0.10536447,0.94839544,0.87478310,0.58515092,0.33278287,0.80534422,0.60282429,0.66418819,0.72138117
0.42873669,0.63431207,0.24990396,0.16197759,0.34284302,0.77853712,0.86936828,0.04191588,0.19839276,0.10100834,0.34219945,0.27379870,0.65351323,0.22187143,0.17208280,0.13799191,0.16594694,0.40016730,0.15303408,0.19705875,0.11992281,0.27063185,0.80529835,0.44521551,0.19219494,0.26140815,0.09201849,0.36310186,0.00000000,0.26183307,0.19638806,0.17544948,0.13516015,0.54067929
0.41197400,0.59228811,0.21509003,0.07147033,0.29319490,0.80954696,0.85013922,0.18059901,0.14030942,0.20164187,0.34510411,0.29575286,0.65871196,0.15657885,0.20491418,0.20844615,0.18348802,0.51212276,0.12840454,0.25132437,0.15243866,0.25133874,0.71313959,0.40751002,0.18652966,0.20390822,0.29862024,0.44965223,0.23715981,0.43371535,0.18976224,0.32909846,0.25318788,0.45395335
0.40281092,0.62777863,0.25410721,0.11055180,0.48983481,0.78733456,0.81042669,0.04728419,0.22823933,0.10966842,0.37370808,0.25551934,0.77353002,0.16161578,0.12834501,0.17555628,0.17793558,0.37972494,0.05717350,0.24538334,0.24074726,0.35922789,0.69676979,0.29848961,0.19279917,0.27855557,0.16661600,0.38982140,0.29553067,0.34388051,0.23851570,0.21831764,0.22069334,0.51850022
0.74271651,0.64467403,0.57986895,0.70736486,0.66754945,0.87013499,0.64600135,0.91911588,0.41811155,0.82349826,0.84963879,0.66555469,0.42464385,0.87464894,0.73373198,0.79434563,0.70766098,0.83079200,0.87051798,0.82028916,0.84110952,0.61106847,0.74646470,0.18670615,0.65469061,0.90847810,0.81609987,0.68873688,0.84318521,0.63970991,0.88056092,0.93540002,0.52499366,0.84207709
